Shipment_ID,Warehouse_ID,Carrier,Origin,Destination,Freight_Cost,Delivery_Days,,,
SHP03794,WH4,UPS,Chennai,Bangalore,2444,6,,,
SHP03795,WH7,FedEx,Mumbai,Delhi,7092,1,,,
SHP03796,WH7,BlueDart,Chennai,Bangalore,18687,3,,,
SHP03797,WH5,FedEx,Pune,Hyderabad,4285,3,,,
SHP03798,WH3,UPS,Chennai,Bangalore,3048,5,,,
SHP03799,WH4,DHL,Pune,Hyderabad,1259,3,,,
SHP03800,WH5,FedEx,Chennai,Bangalore,13396,9,,,
SHP03801,WH3,DHL,Chennai,Bangalore,19387,4,,,
SHP03802,WH6,BlueDart,Chennai,Bangalore,19633,9,,,
SHP03803,WH8,FedEx,Pune,Hyderabad,16093,2,,,
SHP03804,WH8,UPS,Chennai,Bangalore,8287,5,,,
SHP03805,WH4,DHL,Chennai,Bangalore,6034,3,,,
SHP03806,WH3,FedEx,Chennai,Bangalore,15023,1,,,
SHP03807,WH3,BlueDart,Mumbai,Delhi,13576,7,,,
SHP03808,WH4,UPS,Chennai,Bangalore,10467,4,,,
SHP03809,WH1,UPS,Chennai,Bangalore,16442,5,,,
SHP03810,WH7,UPS,Chennai,Bangalore,18003,8,,,
SHP03811,WH8,UPS,Chennai,Bangalore,14112,8,,,
SHP03812,WH4,UPS,Pune,Hyderabad,11040,9,,,
SHP03813,WH7,UPS,Chennai,Bangalore,19995,9,,,
SHP03814,WH1,DHL,Mumbai,Delhi,5793,6,,,
SHP03815,WH6,BlueDart,Mumbai,Delhi,4512,9,,,
SHP03816,WH2,DHL,Chennai,Bangalore,15657,7,,,
SHP03817,WH5,BlueDart,Pune,Hyderabad,10541,9,,,
SHP03818,WH7,UPS,Mumbai,Delhi,10153,9,,,
SHP03819,WH7,DHL,Chennai,Bangalore,19221,2,,,
SHP03820,WH6,FedEx,Chennai,Bangalore,16078,3,,,
SHP03821,WH2,DHL,Pune,Hyderabad,9893,5,,,
SHP03822,WH7,UPS,Pune,Hyderabad,8529,8,,,
SHP03823,WH6,BlueDart,Pune,Hyderabad,10078,6,,,
SHP03824,WH7,FedEx,Mumbai,Delhi,13643,5,,,
SHP03825,WH8,UPS,Chennai,Bangalore,4928,9,,,
SHP03826,WH6,FedEx,Chennai,Bangalore,11977,3,,,
SHP03827,WH7,DHL,Pune,Hyderabad,6598,4,,,
SHP03828,WH2,BlueDart,Pune,Hyderabad,5159,4,,,
SHP03829,WH8,UPS,Mumbai,Delhi,17337,7,,,
SHP03830,WH2,UPS,Chennai,Bangalore,17301,1,,,
SHP03831,WH8,UPS,Pune,Hyderabad,2359,4,,,
SHP03832,WH1,FedEx,Pune,Hyderabad,4893,7,,,
SHP03833,WH6,UPS,Pune,Hyderabad,4493,1,,,
SHP03834,WH3,BlueDart,Mumbai,Delhi,15323,6,,,
SHP03835,WH1,DHL,Pune,Hyderabad,16905,2,,,
SHP03836,WH6,FedEx,Pune,Hyderabad,9738,1,,,
SHP03837,WH4,UPS,Pune,Hyderabad,17522,2,,,
SHP03838,WH4,UPS,Chennai,Bangalore,18681,8,,,
SHP03839,WH5,UPS,Pune,Hyderabad,11485,1,,,
SHP03840,WH1,BlueDart,Mumbai,Delhi,8339,9,,,
SHP03841,WH4,UPS,Chennai,Bangalore,1728,4,,,
SHP03842,WH6,FedEx,Chennai,Bangalore,16402,5,,,
SHP03843,WH8,DHL,Chennai,Bangalore,13362,2,,,
SHP03844,WH8,UPS,Pune,Hyderabad,18186,1,,,
SHP03845,WH4,BlueDart,Chennai,Bangalore,2885,3,,,
SHP03846,WH2,UPS,Mumbai,Delhi,11452,9,,,
SHP03847,WH2,FedEx,Pune,Hyderabad,12074,7,,,
SHP03848,WH5,BlueDart,Pune,Hyderabad,9916,7,,,
SHP03849,WH1,DHL,Mumbai,Delhi,4081,2,,,
SHP03850,WH7,DHL,Chennai,Bangalore,17415,2,,,
SHP03851,WH3,FedEx,Mumbai,Delhi,17255,7,,,
SHP03852,WH8,FedEx,Chennai,Bangalore,8393,2,,,
SHP03853,WH2,UPS,Chennai,Bangalore,6176,6,,,
SHP03854,WH8,FedEx,Mumbai,Delhi,16578,1,,,
SHP03855,WH4,FedEx,Chennai,Bangalore,3626,1,,,
SHP03856,WH1,DHL,Pune,Hyderabad,2178,8,,,
SHP03857,WH5,DHL,Pune,Hyderabad,14519,3,,,
SHP03858,WH1,BlueDart,Pune,Hyderabad,16630,2,,,
SHP03859,WH6,BlueDart,Chennai,Bangalore,9530,3,,,
SHP03860,WH5,FedEx,Chennai,Bangalore,4438,5,,,
SHP03861,WH1,DHL,Mumbai,Delhi,18435,1,,,
SHP03862,WH7,BlueDart,Pune,Hyderabad,15443,1,,,
SHP03863,WH8,DHL,Mumbai,Delhi,12077,4,,,
SHP03864,WH3,UPS,Mumbai,Delhi,12382,6,,,
SHP03865,WH4,FedEx,Pune,Hyderabad,5096,7,,,
SHP03866,WH5,FedEx,Chennai,Bangalore,19789,4,,,
SHP03867,WH5,FedEx,Pune,Hyderabad,8166,3,,,
SHP03868,WH6,BlueDart,Mumbai,Delhi,1966,1,,,
SHP03869,WH2,FedEx,Pune,Hyderabad,19433,5,,,
SHP03870,WH2,UPS,Pune,Hyderabad,4396,6,,,
SHP03871,WH7,BlueDart,Mumbai,Delhi,10533,2,,,
SHP03872,WH4,BlueDart,Mumbai,Delhi,5230,7,,,
SHP03873,WH4,UPS,Pune,Hyderabad,18403,2,,,
SHP03874,WH6,UPS,Mumbai,Delhi,4760,8,,,
SHP03875,WH4,FedEx,Chennai,Bangalore,5207,1,,,
SHP03876,WH1,FedEx,Pune,Hyderabad,8259,5,,,
SHP03877,WH6,UPS,Mumbai,Delhi,12672,4,,,
SHP03878,WH8,DHL,Mumbai,Delhi,6823,7,,,
SHP03879,WH5,BlueDart,Chennai,Bangalore,10069,3,,,
SHP03880,WH6,BlueDart,Pune,Hyderabad,12926,1,,,
SHP03881,WH7,FedEx,Chennai,Bangalore,7229,4,,,
SHP03882,WH8,FedEx,Mumbai,Delhi,9344,9,,,
SHP03883,WH1,DHL,Pune,Hyderabad,2184,2,,,
SHP03884,WH7,FedEx,Mumbai,Delhi,1608,9,,,
SHP03885,WH8,DHL,Mumbai,Delhi,2388,7,,,
SHP03886,WH8,DHL,Mumbai,Delhi,19560,3,,,
SHP03887,WH6,DHL,Pune,Hyderabad,13027,5,,,
SHP03888,WH6,UPS,Pune,Hyderabad,11294,1,,,
SHP03889,WH1,BlueDart,Pune,Hyderabad,9550,5,,,
SHP03890,WH8,UPS,Chennai,Bangalore,1139,9,,,
SHP03891,WH6,UPS,Pune,Hyderabad,2814,1,,,
SHP03892,WH3,UPS,Chennai,Bangalore,2219,2,,,
SHP03893,WH4,BlueDart,Pune,Hyderabad,17289,2,,,
SHP03894,WH4,FedEx,Chennai,Bangalore,6349,7,,,
SHP03895,WH4,FedEx,Mumbai,Delhi,14210,7,,,
SHP03896,WH8,UPS,Pune,Hyderabad,4546,6,,,
SHP03897,WH6,DHL,Chennai,Bangalore,18787,2,,,
SHP03898,WH3,FedEx,Mumbai,Delhi,2274,3,,,
SHP03899,WH2,DHL,Pune,Hyderabad,3752,7,,,
SHP03900,WH1,BlueDart,Pune,Hyderabad,12110,2,,,
SHP03901,WH6,BlueDart,Mumbai,Delhi,14245,8,,,
SHP03902,WH2,UPS,Chennai,Bangalore,13287,9,,,
SHP03903,WH8,DHL,Pune,Hyderabad,9134,6,,,
SHP03904,WH7,DHL,Pune,Hyderabad,19866,2,,,
SHP03905,WH4,DHL,Mumbai,Delhi,4547,4,,,
SHP03906,WH2,BlueDart,Pune,Hyderabad,12314,2,,,
SHP03907,WH7,BlueDart,Pune,Hyderabad,10265,3,,,
SHP03908,WH8,FedEx,Pune,Hyderabad,19494,7,,,
SHP03909,WH3,BlueDart,Pune,Hyderabad,2129,5,,,
SHP03910,WH8,UPS,Mumbai,Delhi,4199,9,,,
SHP03911,WH2,BlueDart,Chennai,Bangalore,14611,1,,,
SHP03912,WH7,UPS,Pune,Hyderabad,15817,2,,,
SHP03913,WH2,BlueDart,Chennai,Bangalore,17520,6,,,
SHP03914,WH1,FedEx,Pune,Hyderabad,16080,3,,,
SHP03915,WH6,UPS,Pune,Hyderabad,1932,7,,,
SHP03916,WH6,UPS,Mumbai,Delhi,15539,9,,,
SHP03917,WH5,BlueDart,Chennai,Bangalore,17548,7,,,
SHP03918,WH2,BlueDart,Chennai,Bangalore,1346,7,,,
SHP03919,WH6,DHL,Pune,Hyderabad,8578,4,,,
SHP03920,WH3,DHL,Chennai,Bangalore,15947,6,,,
SHP03921,WH1,UPS,Mumbai,Delhi,13894,4,,,
SHP03922,WH5,FedEx,Chennai,Bangalore,15198,8,,,
SHP03923,WH2,UPS,Mumbai,Delhi,5828,1,,,
SHP03924,WH2,UPS,Chennai,Bangalore,18094,3,,,
SHP03925,WH2,DHL,Pune,Hyderabad,1968,6,,,
SHP03926,WH6,FedEx,Mumbai,Delhi,6649,3,,,
SHP03927,WH2,UPS,Chennai,Bangalore,15347,8,,,
SHP03928,WH8,UPS,Pune,Hyderabad,17850,7,,,
SHP03929,WH4,BlueDart,Mumbai,Delhi,3018,5,,,
SHP03930,WH3,BlueDart,Pune,Hyderabad,8111,7,,,
SHP03931,WH4,FedEx,Mumbai,Delhi,14321,9,,,
SHP03932,WH4,DHL,Mumbai,Delhi,9504,3,,,
SHP03933,WH5,DHL,Mumbai,Delhi,16970,9,,,
SHP03934,WH5,FedEx,Mumbai,Delhi,2103,7,,,
SHP03935,WH7,UPS,Mumbai,Delhi,7013,8,,,
SHP03936,WH4,UPS,Mumbai,Delhi,17154,2,,,
SHP03937,WH5,DHL,Chennai,Bangalore,14471,3,,,
SHP03938,WH6,UPS,Pune,Hyderabad,16471,8,,,
SHP03939,WH2,FedEx,Pune,Hyderabad,13319,2,,,
SHP03940,WH3,DHL,Mumbai,Delhi,4527,5,,,
SHP03941,WH1,UPS,Chennai,Bangalore,9959,7,,,
SHP03942,WH4,FedEx,Mumbai,Delhi,16293,1,,,
SHP03943,WH6,UPS,Pune,Hyderabad,5557,5,,,
SHP03944,WH2,UPS,Chennai,Bangalore,12493,1,,,
SHP03945,WH5,DHL,Chennai,Bangalore,17770,7,,,
SHP03946,WH1,BlueDart,Pune,Hyderabad,4005,7,,,
SHP03947,WH4,FedEx,Mumbai,Delhi,2326,1,,,
SHP03948,WH2,BlueDart,Pune,Hyderabad,8988,1,,,
SHP03949,WH2,UPS,Mumbai,Delhi,12086,6,,,
SHP03950,WH6,UPS,Chennai,Bangalore,2877,5,,,
SHP03951,WH5,BlueDart,Chennai,Bangalore,13116,9,,,
SHP03952,WH6,FedEx,Chennai,Bangalore,11820,9,,,
SHP03953,WH1,BlueDart,Pune,Hyderabad,5255,1,,,
SHP03954,WH8,DHL,Pune,Hyderabad,14647,3,,,
SHP03955,WH2,FedEx,Mumbai,Delhi,9985,9,,,
SHP03956,WH4,FedEx,Chennai,Bangalore,3655,9,,,
SHP03957,WH2,UPS,Chennai,Bangalore,17094,5,,,
SHP03958,WH7,BlueDart,Mumbai,Delhi,11655,9,,,
SHP03959,WH7,UPS,Mumbai,Delhi,3971,1,,,
SHP03960,WH3,BlueDart,Mumbai,Delhi,3306,4,,,
SHP03961,WH3,BlueDart,Pune,Hyderabad,18107,1,,,
SHP03962,WH7,FedEx,Pune,Hyderabad,6569,9,,,
SHP03963,WH8,DHL,Chennai,Bangalore,16119,8,,,
SHP03964,WH7,UPS,Mumbai,Delhi,18672,9,,,
SHP03965,WH5,UPS,Pune,Hyderabad,13464,8,,,
SHP03966,WH2,UPS,Chennai,Bangalore,9980,9,,,
SHP03967,WH6,UPS,Chennai,Bangalore,11842,7,,,
SHP03968,WH1,BlueDart,Mumbai,Delhi,9618,1,,,
SHP03969,WH5,UPS,Pune,Hyderabad,18395,4,,,
SHP03970,WH7,DHL,Chennai,Bangalore,10020,1,,,
SHP03971,WH3,UPS,Chennai,Bangalore,9670,2,,,
SHP03972,WH8,FedEx,Mumbai,Delhi,19248,2,,,
SHP03973,WH4,DHL,Chennai,Bangalore,12989,2,,,
SHP03974,WH7,FedEx,Chennai,Bangalore,13646,6,,,
SHP03975,WH6,DHL,Pune,Hyderabad,1540,3,,,
SHP03976,WH1,FedEx,Pune,Hyderabad,14478,2,,,
SHP03977,WH1,FedEx,Pune,Hyderabad,16419,4,,,
SHP03978,WH4,BlueDart,Chennai,Bangalore,5791,5,,,
SHP03979,WH6,BlueDart,Pune,Hyderabad,11622,9,,,
SHP03980,WH4,DHL,Pune,Hyderabad,19519,5,,,
SHP03981,WH7,UPS,Pune,Hyderabad,16577,6,,,
SHP03982,WH7,DHL,Pune,Hyderabad,8265,4,,,
SHP03983,WH7,UPS,Chennai,Bangalore,11102,6,,,
SHP03984,WH6,UPS,Chennai,Bangalore,11151,6,,,
SHP03985,WH4,DHL,Mumbai,Delhi,7914,5,,,
SHP03986,WH5,DHL,Mumbai,Delhi,19833,8,,,
SHP03987,WH5,DHL,Chennai,Bangalore,19339,7,,,
SHP03988,WH2,DHL,Chennai,Bangalore,14636,2,,,
SHP03989,WH8,UPS,Chennai,Bangalore,14205,6,,,
SHP03990,WH6,DHL,Pune,Hyderabad,16681,5,,,
SHP03991,WH5,DHL,Chennai,Bangalore,16030,4,,,
SHP03992,WH8,UPS,Chennai,Bangalore,8213,2,,,
SHP03993,WH5,FedEx,Pune,Hyderabad,14190,1,,,
SHP03994,WH2,DHL,Mumbai,Delhi,2519,1,,,
SHP03995,WH1,BlueDart,Chennai,Bangalore,14223,2,,,
SHP03996,WH4,FedEx,Chennai,Bangalore,7235,2,,,
SHP03997,WH2,BlueDart,Mumbai,Delhi,6537,9,,,
SHP03998,WH6,BlueDart,Pune,Hyderabad,4652,8,,,
SHP03999,WH3,UPS,Chennai,Bangalore,4999,2,,,
SHP04000,WH6,UPS,Chennai,Bangalore,19003,3,,,
SHP04001,WH8,FedEx,Chennai,Bangalore,4583,7,,,
SHP04002,WH4,BlueDart,Chennai,Bangalore,13623,5,,,
SHP04003,WH3,UPS,Chennai,Bangalore,2405,6,,,
SHP04004,WH1,DHL,Pune,Hyderabad,19478,2,,,
SHP04005,WH7,FedEx,Chennai,Bangalore,3204,9,,,
SHP04006,WH6,FedEx,Chennai,Bangalore,7687,6,,,
SHP04007,WH8,FedEx,Mumbai,Delhi,3500,8,,,
SHP04008,WH5,DHL,Mumbai,Delhi,10860,9,,,
SHP04009,WH1,UPS,Pune,Hyderabad,18476,4,,,
SHP04010,WH4,FedEx,Chennai,Bangalore,18231,2,,,
SHP04011,WH7,UPS,Mumbai,Delhi,18715,8,,,
SHP04012,WH1,UPS,Chennai,Bangalore,13100,1,,,
SHP04013,WH7,DHL,Chennai,Bangalore,14020,1,,,
SHP04014,WH3,BlueDart,Chennai,Bangalore,6149,3,,,
SHP04015,WH1,UPS,Mumbai,Delhi,14536,3,,,
SHP04016,WH8,UPS,Pune,Hyderabad,2479,4,,,
SHP04017,WH3,DHL,Pune,Hyderabad,2957,6,,,
SHP04018,WH1,DHL,Chennai,Bangalore,7438,2,,,
SHP04019,WH6,BlueDart,Chennai,Bangalore,2331,7,,,
SHP04020,WH1,FedEx,Mumbai,Delhi,4850,5,,,
SHP04021,WH5,UPS,Chennai,Bangalore,8699,6,,,
SHP04022,WH4,UPS,Chennai,Bangalore,13845,7,,,
SHP04023,WH4,BlueDart,Chennai,Bangalore,5113,4,,,
SHP04024,WH1,FedEx,Chennai,Bangalore,5915,8,,,
SHP04025,WH1,UPS,Chennai,Bangalore,8710,8,,,
SHP04026,WH6,FedEx,Mumbai,Delhi,7517,2,,,
SHP04027,WH8,UPS,Pune,Hyderabad,11994,1,,,
SHP04028,WH8,BlueDart,Mumbai,Delhi,19176,8,,,
SHP04029,WH7,BlueDart,Chennai,Bangalore,5741,8,,,
SHP04030,WH3,UPS,Mumbai,Delhi,19704,5,,,
SHP04031,WH4,BlueDart,Pune,Hyderabad,12387,8,,,
SHP04032,WH8,BlueDart,Chennai,Bangalore,12784,4,,,
SHP04033,WH6,UPS,Chennai,Bangalore,2088,2,,,
SHP04034,WH1,DHL,Mumbai,Delhi,10201,4,,,
SHP04035,WH7,DHL,Chennai,Bangalore,19097,4,,,
SHP04036,WH3,DHL,Mumbai,Delhi,8474,6,,,
SHP04037,WH8,FedEx,Pune,Hyderabad,11309,6,,,
SHP04038,WH2,FedEx,Chennai,Bangalore,16953,6,,,
SHP04039,WH6,UPS,Pune,Hyderabad,12204,4,,,
SHP04040,WH7,FedEx,Chennai,Bangalore,5557,2,,,
SHP04041,WH5,UPS,Mumbai,Delhi,1249,5,,,
SHP04042,WH5,FedEx,Chennai,Bangalore,13817,3,,,
SHP04043,WH2,UPS,Mumbai,Delhi,13134,3,,,
SHP04044,WH8,UPS,Mumbai,Delhi,13709,4,,,
SHP04045,WH1,FedEx,Mumbai,Delhi,3690,1,,,
SHP04046,WH5,UPS,Mumbai,Delhi,4356,6,,,
SHP04047,WH1,DHL,Pune,Hyderabad,15374,6,,,
SHP04048,WH7,FedEx,Mumbai,Delhi,5409,8,,,
SHP04049,WH3,UPS,Pune,Hyderabad,2512,7,,,
SHP04050,WH7,UPS,Pune,Hyderabad,2492,6,,,
SHP04051,WH4,FedEx,Chennai,Bangalore,12897,6,,,
SHP04052,WH4,UPS,Mumbai,Delhi,10703,6,,,
SHP04053,WH6,DHL,Chennai,Bangalore,13781,6,,,
SHP04054,WH4,FedEx,Pune,Hyderabad,17439,3,,,
SHP04055,WH6,BlueDart,Chennai,Bangalore,8542,8,,,
SHP04056,WH8,UPS,Mumbai,Delhi,7457,2,,,
SHP04057,WH6,FedEx,Mumbai,Delhi,4715,6,,,
SHP04058,WH1,UPS,Chennai,Bangalore,14368,9,,,
SHP04059,WH7,BlueDart,Pune,Hyderabad,1378,6,,,
SHP04060,WH2,FedEx,Pune,Hyderabad,4940,5,,,
SHP04061,WH7,DHL,Chennai,Bangalore,18984,9,,,
SHP04062,WH7,BlueDart,Chennai,Bangalore,4598,5,,,
SHP04063,WH5,BlueDart,Chennai,Bangalore,15739,3,,,
SHP04064,WH5,BlueDart,Chennai,Bangalore,9201,5,,,
SHP04065,WH8,BlueDart,Mumbai,Delhi,3579,6,,,
SHP04066,WH4,DHL,Mumbai,Delhi,1356,9,,,
SHP04067,WH4,DHL,Pune,Hyderabad,4678,7,,,
SHP04068,WH7,UPS,Mumbai,Delhi,2959,4,,,
SHP04069,WH5,BlueDart,Chennai,Bangalore,9030,9,,,
SHP04070,WH7,FedEx,Pune,Hyderabad,11853,6,,,
SHP04071,WH8,DHL,Mumbai,Delhi,12384,2,,,
SHP04072,WH2,BlueDart,Chennai,Bangalore,8945,5,,,
SHP04073,WH6,FedEx,Mumbai,Delhi,8935,1,,,
SHP04074,WH5,UPS,Pune,Hyderabad,11715,2,,,
SHP04075,WH1,DHL,Chennai,Bangalore,3683,4,,,
SHP04076,WH1,FedEx,Mumbai,Delhi,1995,9,,,
SHP04077,WH7,UPS,Mumbai,Delhi,1883,4,,,
SHP04078,WH8,DHL,Chennai,Bangalore,1889,8,,,
SHP04079,WH3,DHL,Chennai,Bangalore,9918,7,,,
SHP04080,WH1,DHL,Mumbai,Delhi,6539,8,,,
SHP04081,WH1,FedEx,Chennai,Bangalore,5888,7,,,
SHP04082,WH7,FedEx,Chennai,Bangalore,2893,5,,,
SHP04083,WH5,FedEx,Chennai,Bangalore,5914,8,,,
SHP04084,WH4,BlueDart,Chennai,Bangalore,9571,1,,,
SHP04085,WH2,FedEx,Mumbai,Delhi,12591,5,,,
SHP04086,WH2,UPS,Mumbai,Delhi,10150,1,,,
SHP04087,WH5,UPS,Pune,Hyderabad,10416,2,,,
SHP04088,WH3,UPS,Pune,Hyderabad,9298,5,,,
SHP04089,WH2,FedEx,Chennai,Bangalore,19277,8,,,
SHP04090,WH2,FedEx,Chennai,Bangalore,7808,4,,,
SHP04091,WH8,BlueDart,Pune,Hyderabad,11779,9,,,
SHP04092,WH6,UPS,Mumbai,Delhi,5602,4,,,
SHP04093,WH8,DHL,Mumbai,Delhi,2699,2,,,
SHP04094,WH6,DHL,Chennai,Bangalore,17016,3,,,
SHP04095,WH2,FedEx,Mumbai,Delhi,14338,4,,,
SHP04096,WH8,FedEx,Mumbai,Delhi,12411,6,,,
SHP04097,WH2,BlueDart,Chennai,Bangalore,19238,8,,,
SHP04098,WH7,DHL,Pune,Hyderabad,14455,6,,,
SHP04099,WH2,FedEx,Mumbai,Delhi,16632,9,,,
SHP04100,WH3,FedEx,Pune,Hyderabad,16219,4,,,
SHP04101,WH8,DHL,Chennai,Bangalore,16792,3,,,
SHP04102,WH8,UPS,Mumbai,Delhi,2752,1,,,
SHP04103,WH3,BlueDart,Mumbai,Delhi,7692,2,,,
SHP04104,WH2,FedEx,Pune,Hyderabad,10104,1,,,
SHP04105,WH8,FedEx,Pune,Hyderabad,10515,8,,,
SHP04106,WH7,FedEx,Chennai,Bangalore,14025,5,,,
SHP04107,WH5,BlueDart,Pune,Hyderabad,1979,2,,,
SHP04108,WH4,FedEx,Chennai,Bangalore,7201,6,,,
SHP04109,WH2,UPS,Mumbai,Delhi,12984,5,,,
SHP04110,WH6,DHL,Chennai,Bangalore,16955,5,,,
SHP04111,WH2,FedEx,Mumbai,Delhi,1347,1,,,
SHP04112,WH8,BlueDart,Pune,Hyderabad,8807,7,,,
SHP04113,WH2,FedEx,Mumbai,Delhi,8214,4,,,
SHP04114,WH6,BlueDart,Chennai,Bangalore,8160,2,,,
SHP04115,WH5,DHL,Pune,Hyderabad,16359,4,,,
SHP04116,WH4,UPS,Chennai,Bangalore,12896,1,,,
SHP04117,WH2,FedEx,Chennai,Bangalore,17837,1,,,
SHP04118,WH5,BlueDart,Chennai,Bangalore,16335,3,,,
SHP04119,WH6,FedEx,Chennai,Bangalore,17643,9,,,
SHP04120,WH8,UPS,Mumbai,Delhi,1748,3,,,
SHP04121,WH8,FedEx,Chennai,Bangalore,8895,3,,,
SHP04122,WH4,FedEx,Chennai,Bangalore,14065,2,,,
SHP04123,WH4,UPS,Mumbai,Delhi,19639,5,,,
SHP04124,WH7,UPS,Chennai,Bangalore,16049,9,,,
SHP04125,WH4,UPS,Pune,Hyderabad,4318,2,,,
SHP04126,WH2,BlueDart,Pune,Hyderabad,5744,5,,,
SHP04127,WH8,UPS,Chennai,Bangalore,5854,1,,,
SHP04128,WH5,FedEx,Mumbai,Delhi,19137,8,,,
SHP04129,WH5,BlueDart,Mumbai,Delhi,9326,3,,,
SHP04130,WH4,DHL,Chennai,Bangalore,12535,1,,,
SHP04131,WH3,BlueDart,Mumbai,Delhi,16165,1,,,
SHP04132,WH6,UPS,Pune,Hyderabad,12009,5,,,
SHP04133,WH3,DHL,Chennai,Bangalore,14275,7,,,
SHP04134,WH3,FedEx,Mumbai,Delhi,9269,3,,,
SHP04135,WH5,DHL,Pune,Hyderabad,4466,1,,,
SHP04136,WH7,BlueDart,Chennai,Bangalore,15950,7,,,
SHP04137,WH8,FedEx,Pune,Hyderabad,8986,8,,,
SHP04138,WH4,FedEx,Chennai,Bangalore,6101,1,,,
SHP04139,WH5,FedEx,Chennai,Bangalore,6701,9,,,
SHP04140,WH3,DHL,Chennai,Bangalore,2972,6,,,
SHP04141,WH6,FedEx,Mumbai,Delhi,15738,9,,,
SHP04142,WH5,UPS,Mumbai,Delhi,17987,3,,,
SHP04143,WH7,BlueDart,Pune,Hyderabad,18175,4,,,
SHP04144,WH1,DHL,Chennai,Bangalore,11903,8,,,
SHP04145,WH3,UPS,Chennai,Bangalore,4846,2,,,
SHP04146,WH6,DHL,Pune,Hyderabad,10728,4,,,
SHP04147,WH5,BlueDart,Mumbai,Delhi,10961,6,,,
SHP04148,WH2,UPS,Chennai,Bangalore,6659,9,,,
SHP04149,WH2,BlueDart,Chennai,Bangalore,8164,8,,,
SHP04150,WH7,UPS,Pune,Hyderabad,3267,2,,,
SHP04151,WH1,UPS,Pune,Hyderabad,6265,9,,,
SHP04152,WH1,FedEx,Chennai,Bangalore,6594,1,,,
SHP04153,WH5,DHL,Chennai,Bangalore,4640,2,,,
SHP04154,WH2,UPS,Mumbai,Delhi,17527,7,,,
SHP04155,WH4,DHL,Pune,Hyderabad,2351,2,,,
SHP04156,WH4,FedEx,Mumbai,Delhi,8878,1,,,
SHP04157,WH2,DHL,Mumbai,Delhi,12852,7,,,
SHP04158,WH6,BlueDart,Pune,Hyderabad,13331,1,,,
SHP04159,WH4,UPS,Mumbai,Delhi,19991,3,,,
SHP04160,WH1,UPS,Mumbai,Delhi,5334,6,,,
SHP04161,WH6,UPS,Chennai,Bangalore,18098,6,,,
SHP04162,WH3,DHL,Pune,Hyderabad,5252,2,,,
SHP04163,WH8,UPS,Chennai,Bangalore,19774,4,,,
SHP04164,WH4,UPS,Chennai,Bangalore,2331,1,,,
SHP04165,WH7,UPS,Chennai,Bangalore,4108,7,,,
SHP04166,WH3,BlueDart,Mumbai,Delhi,15969,7,,,
SHP04167,WH4,FedEx,Pune,Hyderabad,18876,8,,,
SHP04168,WH7,DHL,Pune,Hyderabad,1225,3,,,
SHP04169,WH2,FedEx,Pune,Hyderabad,14328,1,,,
SHP04170,WH6,FedEx,Chennai,Bangalore,17063,1,,,
SHP04171,WH4,UPS,Mumbai,Delhi,16748,7,,,
SHP04172,WH3,DHL,Pune,Hyderabad,14556,5,,,
SHP04173,WH3,BlueDart,Chennai,Bangalore,10936,3,,,
SHP04174,WH2,FedEx,Chennai,Bangalore,4024,3,,,
SHP04175,WH7,DHL,Chennai,Bangalore,8405,8,,,
SHP04176,WH8,DHL,Mumbai,Delhi,2615,5,,,
SHP04177,WH8,BlueDart,Chennai,Bangalore,7036,1,,,
SHP04178,WH7,FedEx,Mumbai,Delhi,10713,2,,,
SHP04179,WH7,BlueDart,Chennai,Bangalore,4166,2,,,
SHP04180,WH2,BlueDart,Mumbai,Delhi,17899,2,,,
SHP04181,WH5,UPS,Chennai,Bangalore,8941,5,,,
SHP04182,WH4,FedEx,Mumbai,Delhi,19593,8,,,
SHP04183,WH3,BlueDart,Pune,Hyderabad,19861,6,,,
SHP04184,WH8,FedEx,Pune,Hyderabad,3302,3,,,
SHP04185,WH5,BlueDart,Pune,Hyderabad,3966,7,,,
SHP04186,WH8,UPS,Mumbai,Delhi,2968,1,,,
SHP04187,WH4,FedEx,Chennai,Bangalore,18701,9,,,
SHP04188,WH7,DHL,Mumbai,Delhi,16460,6,,,
SHP04189,WH3,UPS,Chennai,Bangalore,14813,3,,,
SHP04190,WH3,FedEx,Pune,Hyderabad,18439,2,,,
SHP04191,WH8,FedEx,Mumbai,Delhi,3799,7,,,
SHP04192,WH8,UPS,Chennai,Bangalore,19494,2,,,
SHP04193,WH4,UPS,Pune,Hyderabad,6781,4,,,
SHP04194,WH8,DHL,Pune,Hyderabad,14770,1,,,
SHP04195,WH6,DHL,Chennai,Bangalore,16740,6,,,
SHP04196,WH8,FedEx,Chennai,Bangalore,3924,2,,,
SHP04197,WH4,UPS,Chennai,Bangalore,10851,8,,,
SHP04198,WH6,BlueDart,Mumbai,Delhi,10149,1,,,
SHP04199,WH7,UPS,Pune,Hyderabad,13938,9,,,
SHP04200,WH7,BlueDart,Chennai,Bangalore,11779,8,,,
SHP04201,WH6,BlueDart,Pune,Hyderabad,16675,2,,,
SHP04202,WH7,BlueDart,Mumbai,Delhi,4807,3,,,
SHP04203,WH3,DHL,Pune,Hyderabad,1628,7,,,
SHP04204,WH1,UPS,Mumbai,Delhi,7841,7,,,
SHP04205,WH6,BlueDart,Pune,Hyderabad,1646,5,,,
SHP04206,WH5,DHL,Mumbai,Delhi,9772,5,,,
SHP04207,WH5,BlueDart,Pune,Hyderabad,11105,3,,,
